"","geneID_nl_vs_h","normhits_score_nl_vs_h","decision_nl_vs_h"
"48650","XLOC_002602",0,"Rejected"
"48651","XLOC_002451",0,"Rejected"
"48652","XLOC_001659",0,"Rejected"
"48653","GSTM1.5",0,"Rejected"
"48654","CCAR1.7",0,"Rejected"
"48655","XLOC_l2_010854",0,"Rejected"
"48656","CYP4Z1.7",0,"Rejected"
"48657","ELMOD2.1",0,"Rejected"
"48658","HIF1A.8",0,"Rejected"
"48659","X48659",0,"Rejected"
"48660","GPR114",0,"Rejected"
"48661","XLOC_006709",0,"Rejected"
"48662","XLOC_005208",0,"Rejected"
"48663","ZNF643",0,"Rejected"
"48664","X48664",0,"Rejected"
"48665","XLOC_012452.1",0,"Rejected"
"48666","XLOC_003883",0,"Rejected"
"48667","XLOC_008015.1",0,"Rejected"
"48668","X48668",0,"Rejected"
"48669","XLOC_003263.1",0,"Rejected"
"48670","FLJ10661.2",0,"Rejected"
"48671","LOC255177",0,"Rejected"
"48672","AADACL3.1",0,"Rejected"
"48673","XLOC_005426.1",0,"Rejected"
"48674","LOC284889",0,"Rejected"
"48675","IFI6",0,"Rejected"
"48676","YWHAH.8",0,"Rejected"
"48677","ZCCHC6.8",0,"Rejected"
"48678","OR6Q1",0,"Rejected"
"48679","CAPRIN1",0,"Rejected"
"48680","HIST1H2BJ",0,"Rejected"
"48681","CDH24",0,"Rejected"
"48682","RNF149.7",0,"Rejected"
"48683","RMI2",0,"Rejected"
"48684","LINC00204B.1",0,"Rejected"
"48685","CLEC2B",0,"Rejected"
"48686","C20orf24.9",0,"Rejected"
"48687","XLOC_011972",0,"Rejected"
"48688","Q29HP5.1",0,"Rejected"
"48689","SPACA3",0,"Rejected"
"48690","LOC100271722.3",0,"Rejected"
"48691","BIRC3",0,"Rejected"
"48692","XLOC_005866",0,"Rejected"
"48693","XLOC_l2_009790.2",0,"Rejected"
"48694","XLOC_007212",0,"Rejected"
"48695","ORC1",0,"Rejected"
"48696","SARS.1",0,"Rejected"
"48697","XLOC_l2_007586.6",0,"Rejected"
"48698","PCDHA2",0,"Rejected"
"48699","CD36.7",0,"Rejected"
"48700","LOC729696",0,"Rejected"
"48701","BCMO1",0,"Rejected"
"48702","X48702",0,"Rejected"
"48703","X48703",0,"Rejected"
"48704","X48704",0,"Rejected"
"48705","HLA.DPB2",0,"Rejected"
"48706","C2orf77",0,"Rejected"
"48707","XLOC_003688",0,"Rejected"
"48708","TAG",0,"Rejected"
"48709","X48709",0,"Rejected"
"48710","LOC285972.3",0,"Rejected"
"48711","GSR",0,"Rejected"
"48712","SNAR.A3",0,"Rejected"
"48713","FRY.9",0,"Rejected"
"48714","ICA1.1",0,"Rejected"
"48715","X48715",0,"Rejected"
"48716","GDE1",0,"Rejected"
"48717","XLOC_010634.1",0,"Rejected"
"48718","ACO2.8",0,"Rejected"
"48719","OR51B2.9",0,"Rejected"
"48720","SEPT8.2",0,"Rejected"
"48721","RTP4",0,"Rejected"
"48722","XLOC_l2_003843.5",0,"Rejected"
"48723","SLC38A6.1",0,"Rejected"
"48724","X48724",0,"Rejected"
"48725","ANKRD65",0,"Rejected"
"48726","IQCH.1",0,"Rejected"
"48727","FLJ16124.1",0,"Rejected"
"48728","X48728",0,"Rejected"
"48729","LOC100506397",0,"Rejected"
"48730","ZNF493.2",0,"Rejected"
"48731","X48731",0,"Rejected"
"48732","DNM3OS",0,"Rejected"
"48733","X48733",0,"Rejected"
"48734","FABP9",0,"Rejected"
"48735","X48735",0,"Rejected"
"48736","XLOC_011713",0,"Rejected"
"48737","LOC100507423",0,"Rejected"
"48738","C9orf156",0,"Rejected"
"48739","XLOC_001964.4",0,"Rejected"
"48740","CFHR3.6",0,"Rejected"
"48741","XLOC_013643.2",0,"Rejected"
"48742","WT1.7",0,"Rejected"
"48743","WFDC6.8",0,"Rejected"
"48744","LOC100505815",0,"Rejected"
"48745","SLC25A46.1",0,"Rejected"
"48746","CLEC2A.1",0,"Rejected"
"48747","X48747",0,"Rejected"
"48748","PDGFRL",0,"Rejected"
"48749","XLOC_010652.1",0,"Rejected"
"48750","XLOC_004025",0,"Rejected"
"48751","XLOC_003680.3",0,"Rejected"
"48752","ZNF774.1",0,"Rejected"
"48753","C15orf63.9",0,"Rejected"
"48754","XLOC_009957",0,"Rejected"
"48755","TEX264",0,"Rejected"
"48756","XLOC_001813",0,"Rejected"
"48757","GNAZ.1",0,"Rejected"
"48758","XLOC_014194",0,"Rejected"
"48759","XLOC_l2_012163",0,"Rejected"
"48760","POLM.1",0,"Rejected"
"48761","XLOC_013650",0,"Rejected"
"48762","ME3.9",0,"Rejected"
"48763","GLRA1",0,"Rejected"
"48764","APOL4",0,"Rejected"
"48765","PAFAH1B2.2",0,"Rejected"
"48766","ZP4",0,"Rejected"
"48767","X48767",0,"Rejected"
"48768","HUNK",0,"Rejected"
"48769","CENPF",0,"Rejected"
"48770","KLK11.6",0,"Rejected"
"48771","BEND4.1",0,"Rejected"
"48772","TBXA2R.2",0,"Rejected"
"48773","IRF7",0,"Rejected"
"48774","ZNF254.3",0,"Rejected"
"48775","XLOC_007052.5",0,"Rejected"
"48776","XLOC_008721.1",0,"Rejected"
"48777","ABO",0,"Rejected"
"48778","DCK",0,"Rejected"
"48779","LOC100134713",0,"Rejected"
"48780","LOC100506011",0,"Rejected"
"48781","X48781",0,"Rejected"
"48782","FTH1.2",0,"Rejected"
"48783","TNFRSF19.1",0,"Rejected"
"48784","LOC100131796",0,"Rejected"
"48785","TEKT5",0,"Rejected"
"48786","KCNK15.6",0,"Rejected"
"48787","ZNF438",0,"Rejected"
"48788","PURG.9",0,"Rejected"
"48789","ASPM.1",0,"Rejected"
"48790","NAA20.3",0,"Rejected"
"48791","IL27RA",0,"Rejected"
"48792","CAMKK1.1",0,"Rejected"
"48793","RRP12",0,"Rejected"
"48794","XLOC_l2_004050.1",0,"Rejected"
"48795","XLOC_008489.1",0,"Rejected"
"48796","X48796",0,"Rejected"
"48797","ZFP1",0,"Rejected"
"48798","XLOC_l2_000423.1",0,"Rejected"
"48799","X48799",0,"Rejected"
"48800","XLOC_011936",0,"Rejected"
"48801","X48801",0,"Rejected"
"48802","X48802",0,"Rejected"
"48803","ACADSB.1",0,"Rejected"
"48804","SLC27A1.1",0,"Rejected"
"48805","ADM.9",0,"Rejected"
"48806","RPL31.2",0,"Rejected"
"48807","RAD50.9",0,"Rejected"
"48808","LOC100130987",0,"Rejected"
"48809","LOC285401.5",0,"Rejected"
"48810","TMC7",0,"Rejected"
"48811","LOC100131053",0,"Rejected"
"48812","RIBC1.2",0,"Rejected"
"48813","X48813",0,"Rejected"
"48814","SRSF7.1",0,"Rejected"
"48815","X48815",0,"Rejected"
"48816","GDF7",0,"Rejected"
"48817","XLOC_005891.1",0,"Rejected"
"48818","LOC100128993.1",0,"Rejected"
"48819","XLOC_l2_012932",0,"Rejected"
"48820","OR8G2",0,"Rejected"
"48821","X48821",0,"Rejected"
"48822","TMPRSS15.8",0,"Rejected"
"48823","X48823",0,"Rejected"
"48824","XLOC_l2_009163",0,"Rejected"
"48825","GALC.1",0,"Rejected"
"48826","DIRAS1",0,"Rejected"
"48827","C2orf71",0,"Rejected"
"48828","XLOC_l2_011424.3",0,"Rejected"
"48829","LGALS17A",0,"Rejected"
"48830","X48830",0,"Rejected"
"48831","TMOD3",0,"Rejected"
"48832","RSPH9.1",0,"Rejected"
"48833","XLOC_003483",0,"Rejected"
"48834","X48834",0,"Rejected"
"48835","OR2A9P.6",0,"Rejected"
"48836","ADAM2",0,"Rejected"
"48837","X48837",0,"Rejected"
"48838","SNX12.1",0,"Rejected"
"48839","XLOC_008539.1",0,"Rejected"
"48840","X48840",0,"Rejected"
"48841","X48841",0,"Rejected"
"48842","N4BP2L2",0,"Rejected"
"48843","LOC100505729",0,"Rejected"
"48844","X48844",0,"Rejected"
"48845","ZZZ3.7",0,"Rejected"
"48846","ECD.9",0,"Rejected"
"48847","LRRC4C",0,"Rejected"
"48848","NOS2.7",0,"Rejected"
"48849","LOC100507077",0,"Rejected"
"48850","X48850",0,"Rejected"
"48851","SECISBP2",0,"Rejected"
"48852","LOC100134229",0,"Rejected"
"48853","C16orf13",0,"Rejected"
"48854","X48854",0,"Rejected"
"48855","LOC729995",0,"Rejected"
"48856","ALG1L2",0,"Rejected"
"48857","EFCAB11.1",0,"Rejected"
"48858","PARP10.1",0,"Rejected"
"48859","X48859",0,"Rejected"
"48860","XLOC_l2_015641.2",0,"Rejected"
"48861","NAT10",0,"Rejected"
"48862","ARL16",0,"Rejected"
"48863","X48863",0,"Rejected"
"48864","AQP3.9",0,"Rejected"
"48865","CALU.7",0,"Rejected"
"48866","X48866",0,"Rejected"
"48867","OR9G1",0,"Rejected"
"48868","XLOC_008116.1",0,"Rejected"
"48869","LRRC20",0,"Rejected"
"48870","DNAJB9",0,"Rejected"
"48871","PTPLB",0,"Rejected"
"48872","NOS1.1",0,"Rejected"
"48873","CYTH1.2",0,"Rejected"
"48874","TREH",0,"Rejected"
"48875","UNC45B",0,"Rejected"
"48876","XLOC_001974.1",0,"Rejected"
"48877","GCKR.7",0,"Rejected"
"48878","RMI1.6",0,"Rejected"
"48879","LOC728903",0,"Rejected"
"48880","RBBP6",0,"Rejected"
"48881","CREB5",0,"Rejected"
"48882","XLOC_006416",0,"Rejected"
"48883","LOC100506334.1",0,"Rejected"
"48884","P02616",0,"Rejected"
"48885","RSL1D1.1",0,"Rejected"
"48886","YME1L1.8",0,"Rejected"
"48887","XLOC_001558.4",0,"Rejected"
"48888","X48888",0,"Rejected"
"48889","HOXB5",0,"Rejected"
"48890","XLOC_013900.2",0,"Rejected"
"48891","PTPN11.10",0,"Rejected"
"48892","XLOC_005140",0,"Rejected"
"48893","LOC340544",0,"Rejected"
"48894","HCST",0,"Rejected"
"48895","NPEPPS.3",0,"Rejected"
"48896","ZMAT3.5",0,"Rejected"
"48897","X48897",0,"Rejected"
"48898","X48898",0,"Rejected"
"48899","LOC100507531",0,"Rejected"
"48900","YWHAZ",0,"Rejected"
"48901","XLOC_006304.1",0,"Rejected"
"48902","TMEM35",0,"Rejected"
"48903","MRPS17.1",0,"Rejected"
"48904","SLC35F1.1",0,"Rejected"
"48905","X48905",0,"Rejected"
"48906","C2orf3.9",0,"Rejected"
"48907","XLOC_002580",0,"Rejected"
"48908","FRAT1.1",0,"Rejected"
"48909","XLOC_004813",0,"Rejected"
"48910","NIT2",0,"Rejected"
"48911","TPST2",0,"Rejected"
"48912","X48912",0,"Rejected"
"48913","X48913",0,"Rejected"
"48914","EPHA10.3",0,"Rejected"
"48915","OR2B2.7",0,"Rejected"
"48916","APC.6",0,"Rejected"
"48917","XLOC_011309",0,"Rejected"
"48918","DPP3",0,"Rejected"
"48919","LOC100508177",0,"Rejected"
"48920","USHBP1.1",0,"Rejected"
"48921","LOC100130876",0,"Rejected"
"48922","FAM9C.1",0,"Rejected"
"48923","WDR27",0,"Rejected"
"48924","GYPB",0,"Rejected"
"48925","RBM20.2",0,"Rejected"
"48926","ITIH3",0,"Rejected"
"48927","X48927",0,"Rejected"
"48928","BCL7C.7",0,"Rejected"
"48929","C14orf135.2",0,"Rejected"
"48930","SIN3A",0,"Rejected"
"48931","DEFB134",0,"Rejected"
"48932","FLJ37638.3",0,"Rejected"
"48933","CPB2",0,"Rejected"
"48934","ACSF3",0,"Rejected"
"48935","LOC149950",0,"Rejected"
"48936","IL1RAP.2",0,"Rejected"
"48937","LOC145474.2",0,"Rejected"
"48938","X48938",0,"Rejected"
"48939","X48939",0,"Rejected"
"48940","PPBP.7",0,"Rejected"
"48941","OR1F2P",0,"Rejected"
"48942","XLOC_006657",0,"Rejected"
"48943","TP53I3.1",0,"Rejected"
"48944","DDX3Y.1",0,"Rejected"
"48945","GUCY1B3.9",0,"Rejected"
"48946","X48946",0,"Rejected"
"48947","DRD5.1",0,"Rejected"
"48948","RBBP9",0,"Rejected"
"48949","LOC100128098",0,"Rejected"
"48950","LOC100505827.1",0,"Rejected"
"48951","ELL.1",0,"Rejected"
"48952","XLOC_004182.2",0,"Rejected"
"48953","CD28.1",0,"Rejected"
"48954","X48954",0,"Rejected"
"48955","RAB34",0,"Rejected"
"48956","GHRL.6",0,"Rejected"
"48957","NCAPG",0,"Rejected"
"48958","RB1.8",0,"Rejected"
"48959","X48959",0,"Rejected"
"48960","XLOC_013936",0,"Rejected"
"48961","LOC339529.1",0,"Rejected"
"48962","PDE6D.7",0,"Rejected"
"48963","PLIN3.7",0,"Rejected"
"48964","VGLL1",0,"Rejected"
"48965","RSBN1",0,"Rejected"
"48966","XLOC_002622",0,"Rejected"
"48967","ENGASE.1",0,"Rejected"
"48968","FAM5C.6",0,"Rejected"
"48969","XLOC_011238",0,"Rejected"
"48970","XLOC_006911.3",0,"Rejected"
"48971","RNF212.1",0,"Rejected"
"48972","S100A9",0,"Rejected"
"48973","X48973",0,"Rejected"
"48974","ICAM5.5",0,"Rejected"
"48975","X48975",0,"Rejected"
"48976","C8orf29",0,"Rejected"
"48977","XLOC_013957.1",0,"Rejected"
"48978","XLOC_l2_001960.3",0,"Rejected"
"48979","NELL1.1",0,"Rejected"
"48980","SEMA3F",0,"Rejected"
"48981","LOC442122.1",0,"Rejected"
"48982","FANCA.10",0,"Rejected"
"48983","SLBP",0,"Rejected"
"48984","DDX4",0,"Rejected"
"48985","EXOC3L2",0,"Rejected"
"48986","X48986",0,"Rejected"
"48987","X48987",0,"Rejected"
"48988","ANKRD31.3",0,"Rejected"
"48989","BRCA2.7",0,"Rejected"
"48990","XLOC_010842",0,"Rejected"
"48991","LOC285286.2",0,"Rejected"
"48992","SIRPD",0,"Rejected"
"48993","ZFP64.12",0,"Rejected"
"48994","XLOC_011276",0,"Rejected"
"48995","LOC345051.1",0,"Rejected"
"48996","XLOC_001527",0,"Rejected"
"48997","RNF187",0,"Rejected"
"48998","PNPO",0,"Rejected"
"48999","LZTS1.2",0,"Rejected"
"49000","X49000",0,"Rejected"
"49001","GNAL",0,"Rejected"
"49002","B2M.8",0,"Rejected"
"49003","XLOC_l2_015562",0,"Rejected"
"49004","IQUB",0,"Rejected"
"49005","X49005",0,"Rejected"
"49006","HRAS.9",0,"Rejected"
"49007","XLOC_008025",0,"Rejected"
"49008","BRCA2.8",0,"Rejected"
"49009","TRIT1.7",0,"Rejected"
"49010","XLOC_010706.1",0,"Rejected"
"49011","X49011",0,"Rejected"
"49012","X49012",0,"Rejected"
"49013","CCNG2.1",0,"Rejected"
"49014","HSPB7.8",0,"Rejected"
"49015","X49015",0,"Rejected"
"49016","XLOC_008792.1",0,"Rejected"
"49017","CNPY3.1",0,"Rejected"
"49018","DLGAP4",0,"Rejected"
"49019","LOC100133308",0,"Rejected"
"49020","XLOC_008823.1",0,"Rejected"
"49021","KIF4A.1",0,"Rejected"
"49022","X49022",0,"Rejected"
"49023","LINC00052.1",0,"Rejected"
"49024","XLOC_010915.3",0,"Rejected"
"49025","PRIM1.7",0,"Rejected"
"49026","XLOC_009649",0,"Rejected"
"49027","XLOC_011640",0,"Rejected"
"49028","XLOC_004464",0,"Rejected"
"49029","XLOC_008470",0,"Rejected"
"49030","ZP1",0,"Rejected"
"49031","XLOC_005436",0,"Rejected"
"49032","DNM3",0,"Rejected"
"49033","X49033",0,"Rejected"
"49034","MAGEA6.8",0,"Rejected"
"49035","XLOC_012840",0,"Rejected"
"49036","XLOC_l2_015213.3",0,"Rejected"
"49037","X49037",0,"Rejected"
"49038","LAMB4.1",0,"Rejected"
"49039","THG1L.7",0,"Rejected"
"49040","X49040",0,"Rejected"
"49041","SNORD34",0,"Rejected"
"49042","XLOC_005952.1",0,"Rejected"
"49043","ALG12",0,"Rejected"
"49044","XLOC_004942.1",0,"Rejected"
"49045","ZBTB10",0,"Rejected"
"49046","CBWD5.2",0,"Rejected"
"49047","TRAPPC1",0,"Rejected"
"49048","CAPN13",0,"Rejected"
"49049","X49049",0,"Rejected"
"49050","XLOC_010215",0,"Rejected"
"49051","HMGN5.8",0,"Rejected"
"49052","TIMP1",0,"Rejected"
"49053","C10orf128.2",0,"Rejected"
"49054","WARS2",0,"Rejected"
"49055","HIST1H2APS1",0,"Rejected"
"49056","LRRC52",0,"Rejected"
"49057","MYC.8",0,"Rejected"
"49058","LOC100507312",0,"Rejected"
"49059","XLOC_000035.2",0,"Rejected"
"49060","C5orf49",0,"Rejected"
"49061","MB.1",0,"Rejected"
"49062","FLJ33630.1",0,"Rejected"
"49063","EDN1.6",0,"Rejected"
"49064","B3GAT2",0,"Rejected"
"49065","XLOC_013615.1",0,"Rejected"
"49066","XLOC_013749",0,"Rejected"
"49067","XLOC_008118",0,"Rejected"
"49068","X49068",0,"Rejected"
"49069","CYC1",0,"Rejected"
"49070","XLOC_004701",0,"Rejected"
"49071","GNB2",0,"Rejected"
"49072","XLOC_004290.2",0,"Rejected"
"49073","CASP7",0,"Rejected"
"49074","XLOC_l2_005554",0,"Rejected"
"49075","ERGIC2.7",0,"Rejected"
"49076","KC6.1",0,"Rejected"
"49077","SERPINB2.1",0,"Rejected"
"49078","X49078",0,"Rejected"
"49079","ZCCHC14.10",0,"Rejected"
"49080","C11orf48",0,"Rejected"
"49081","XLOC_003698",0,"Rejected"
"49082","XLOC_013052",0,"Rejected"
"49083","HNRNPUL1",0,"Rejected"
"49084","LOC284242",0,"Rejected"
"49085","XLOC_l2_001826.2",0,"Rejected"
"49086","LINC00251.1",0,"Rejected"
"49087","TSGA13",0,"Rejected"
"49088","VAMP2.1",0,"Rejected"
"49089","OR51G1.9",0,"Rejected"
"49090","ZNF576",0,"Rejected"
"49091","LOC100131719",0,"Rejected"
"49092","SLC2A6.1",0,"Rejected"
"49093","NEIL1",0,"Rejected"
"49094","XLOC_l2_002659",0,"Rejected"
"49095","MZF1",0,"Rejected"
"49096","X49096",0,"Rejected"
"49097","XLOC_010838",0,"Rejected"
"49098","XLOC_003372",0,"Rejected"
"49099","TUBB6",0,"Rejected"
"49100","XLOC_l2_015821",0,"Rejected"
"49101","TM7SF2.6",0,"Rejected"
"49102","XLOC_009576",0,"Rejected"
"49103","X49103",0,"Rejected"
"49104","C10orf12.7",0,"Rejected"
"49105","XLOC_l2_011151",0,"Rejected"
"49106","PABPC1L2B",0,"Rejected"
"49107","BBS2.7",0,"Rejected"
"49108","X49108",0,"Rejected"
"49109","ZYG11A.1",0,"Rejected"
"49110","NUPL1.2",0,"Rejected"
"49111","TBC1D7.5",0,"Rejected"
"49112","X49112",0,"Rejected"
"49113","TSPY2",0,"Rejected"
"49114","LOC100270710",0,"Rejected"
"49115","WDR33.4",0,"Rejected"
"49116","LOC344967",0,"Rejected"
"49117","ST3GAL3.1",0,"Rejected"
"49118","X49118",0,"Rejected"
"49119","TRPM6.3",0,"Rejected"
"49120","NOB1.7",0,"Rejected"
"49121","GRB2",0,"Rejected"
"49122","TNFRSF11B.7",0,"Rejected"
"49123","COL1A2.6",0,"Rejected"
"49124","PTTG1IP.7",0,"Rejected"
"49125","RPS6KA5.1",0,"Rejected"
"49126","X49126",0,"Rejected"
"49127","MIR143HG.3",0,"Rejected"
"49128","X49128",0,"Rejected"
"49129","CCDC72.1",0,"Rejected"
"49130","TPD52L1",0,"Rejected"
"49131","XLOC_005541",0,"Rejected"
"49132","X49132",0,"Rejected"
"49133","XLOC_001334",0,"Rejected"
"49134","ENTPD4.1",0,"Rejected"
"49135","UQCRH.1",0,"Rejected"
"49136","CD36.8",0,"Rejected"
"49137","X49137",0,"Rejected"
"49138","CGB2",0,"Rejected"
"49139","BTBD6",0,"Rejected"
"49140","PIK3C2B",0,"Rejected"
"49141","HOXB7",0,"Rejected"
"49142","X49142",0.00100050025012506,"Rejected"
"49143","NUDT9P1",0,"Rejected"
"49144","X49144",0,"Rejected"
"49145","SLC25A36.1",0,"Rejected"
"49146","XLOC_l2_001222",0,"Rejected"
"49147","X49147",0,"Rejected"
"49148","XLOC_l2_000033.1",0,"Rejected"
"49149","NUMA1",0,"Rejected"
"49150","ERF",0,"Rejected"
"49151","LINC00476.2",0,"Rejected"
"49152","SH3KBP1.1",0,"Rejected"
"49153","XLOC_006903.1",0,"Rejected"
"49154","X49154",0,"Rejected"
"49155","LOC100653221.1",0,"Rejected"
"49156","XLOC_l2_008027.2",0,"Rejected"
"49157","XLOC_005816",0,"Rejected"
"49158","X49158",0,"Rejected"
"49159","GLDC.8",0,"Rejected"
"49160","GEN1",0,"Rejected"
"49161","XLOC_009067",0,"Rejected"
"49162","RGL2",0,"Rejected"
"49163","PRO1768.9",0,"Rejected"
"49164","ITPR1",0,"Rejected"
"49165","X49165",0,"Rejected"
"49166","YEATS2.1",0,"Rejected"
"49167","XLOC_006188.4",0,"Rejected"
"49168","TBCD.8",0,"Rejected"
"49169","X49169",0,"Rejected"
"49170","KRT37.8",0,"Rejected"
"49171","SAMHD1.1",0,"Rejected"
"49172","KIFC3",0,"Rejected"
"49173","Q8NDX4",0,"Rejected"
"49174","X49174",0,"Rejected"
"49175","LOC100652739",0,"Rejected"
"49176","FAM72D",0,"Rejected"
"49177","GHRHR.2",0,"Rejected"
"49178","GATA6",0,"Rejected"
"49179","NANOGNB",0,"Rejected"
"49180","HDGF.1",0,"Rejected"
"49181","PLIN2.2",0,"Rejected"
"49182","XLOC_008984",0,"Rejected"
"49183","HCG22",0,"Rejected"
"49184","LOC100131089.5",0,"Rejected"
"49185","PRC1",0,"Rejected"
"49186","XLOC_l2_000138.1",0,"Rejected"
"49187","AQP1",0,"Rejected"
"49188","IL16.3",0,"Rejected"
"49189","XLOC_006488",0,"Rejected"
"49190","FAM113B.1",0,"Rejected"
"49191","PGK2",0,"Rejected"
"49192","XLOC_011064.4",0,"Rejected"
"49193","LOC100506647.1",0,"Rejected"
"49194","OR1D2",0,"Rejected"
"49195","ECT2",0,"Rejected"
"49196","VPS72.7",0,"Rejected"
"49197","X49197",0,"Rejected"
"49198","TRIM62.1",0,"Rejected"
"49199","CPT1A.8",0,"Rejected"
"49200","LOC96610.2",0,"Rejected"
"49201","XLOC_002770.1",0,"Rejected"
"49202","DBN1",0,"Rejected"
"49203","AKR1B15",0,"Rejected"
"49204","XLOC_003429",0,"Rejected"
"49205","POLR2F.5",0,"Rejected"
"49206","IL1A.7",0,"Rejected"
"49207","LOC100507336",0,"Rejected"
"49208","SARS.2",0,"Rejected"
"49209","MORC1.AS1",0,"Rejected"
"49210","LOC400550.8",0,"Rejected"
"49211","X49211",0,"Rejected"
"49212","TAF5L.1",0,"Rejected"
"49213","SNHG5.13",0,"Rejected"
"49214","X49214",0,"Rejected"
"49215","LOC100506532.1",0,"Rejected"
"49216","X49216",0,"Rejected"
"49217","XLOC_001035",0,"Rejected"
"49218","X49218",0,"Rejected"
"49219","GREB1L.9",0,"Rejected"
"49220","RFNG",0,"Rejected"
"49221","FAM185A.4",0,"Rejected"
"49222","XLOC_007497",0,"Rejected"
"49223","XLOC_l2_003736",0,"Rejected"
"49224","CDKN1B.9",0,"Rejected"
"49225","XLOC_011826.1",0,"Rejected"
"49226","UNC13C",0,"Rejected"
"49227","X49227",0,"Rejected"
"49228","MLL4",0,"Rejected"
"49229","LOC100130890.4",0,"Rejected"
"49230","ZNF501.1",0,"Rejected"
"49231","HCG4B.1",0,"Rejected"
"49232","NR4A3.1",0,"Rejected"
"49233","SIRT1",0,"Rejected"
"49234","CDK1.7",0,"Rejected"
"49235","LOC100129620",0,"Rejected"
"49236","ACBD5.1",0,"Rejected"
"49237","COX5A.1",0,"Rejected"
"49238","PTX3.6",0,"Rejected"
"49239","XLOC_l2_011281.2",0,"Rejected"
"49240","X49240",0,"Rejected"
"49241","LPP.AS2",0,"Rejected"
"49242","VSTM5",0,"Rejected"
"49243","USP49.1",0,"Rejected"
"49244","LOC100233209",0,"Rejected"
"49245","EPSTI1.6",0,"Rejected"
"49246","EPHB4.1",0,"Rejected"
"49247","EXOC7.2",0,"Rejected"
"49248","LOC100288615.1",0,"Rejected"
"49249","GPR15",0,"Rejected"
"49250","XLOC_013296",0,"Rejected"
"49251","X49251",0,"Rejected"
"49252","LOC100505937",0,"Rejected"
"49253","GPA33",0,"Rejected"
"49254","X49254",0,"Rejected"
"49255","PLCXD2",0,"Rejected"
"49256","C10orf57.1",0,"Rejected"
"49257","X49257",0,"Rejected"
"49258","XLOC_l2_011911.3",0,"Rejected"
"49259","CENPO.1",0,"Rejected"
"49260","KDM2A",0,"Rejected"
"49261","SPA17.7",0,"Rejected"
"49262","PIGK.1",0,"Rejected"
"49263","VEZF1.1",0,"Rejected"
"49264","HES2.2",0,"Rejected"
"49265","XLOC_012621",0,"Rejected"
"49266","PSMD13",0,"Rejected"
"49267","X49267",0,"Rejected"
"49268","GAGE7",0,"Rejected"
"49269","LOC150005",0,"Rejected"
"49270","SCARNA1",0,"Rejected"
"49271","SNORD114.9",0,"Rejected"
"49272","HN1.6",0,"Rejected"
"49273","RAB44.2",0,"Rejected"
"49274","TRPC3",0,"Rejected"
"49275","XLOC_000595",0,"Rejected"
"49276","X49276",0,"Rejected"
"49277","LOC100506990.6",0,"Rejected"
"49278","ARHGAP5.3",0,"Rejected"
"49279","RPP40.5",0,"Rejected"
"49280","X49280",0,"Rejected"
"49281","X49281",0,"Rejected"
"49282","RPP14",0,"Rejected"
"49283","SUZ12.9",0,"Rejected"
"49284","C2orf18",0,"Rejected"
"49285","XLOC_012616",0,"Rejected"
"49286","X49286",0,"Rejected"
"49287","C10orf12.8",0,"Rejected"
"49288","MGC27382.3",0,"Rejected"
"49289","EPB41L5.1",0,"Rejected"
"49290","X49290",0,"Rejected"
"49291","LOC100128727",0,"Rejected"
"49292","IL1RN.1",0,"Rejected"
"49293","PURG.10",0,"Rejected"
"49294","XLOC_011474",0,"Rejected"
"49295","CNTN6",0,"Rejected"
"49296","X49296",0,"Rejected"
"49297","MMP1.7",0,"Rejected"
"49298","RBBP7.4",0,"Rejected"
"49299","C1QTNF1",0,"Rejected"
"49300","TBCCD1.6",0,"Rejected"
"49301","CFC1",0,"Rejected"
"49302","XLOC_011550",0,"Rejected"
"49303","LOC158863",0,"Rejected"
"49304","EN1",0,"Rejected"
"49305","CDK5",0,"Rejected"
"49306","XLOC_004565.3",0,"Rejected"
"49307","RAD18.8",0,"Rejected"
"49308","HOXA11.AS1.1",0,"Rejected"
"49309","ANXA5",0,"Rejected"
"49310","IFIT2.1",0,"Rejected"
"49311","FLJ22184.1",0,"Rejected"
"49312","XLOC_l2_005892",0,"Rejected"
"49313","X49313",0,"Rejected"
"49314","GTF3C1",0,"Rejected"
"49315","C5orf42.3",0,"Rejected"
"49316","SETDB1.2",0,"Rejected"
"49317","LRRC16B",0,"Rejected"
"49318","C4orf34.9",0,"Rejected"
"49319","XLOC_l2_013963.3",0,"Rejected"
"49320","KDELC1.9",0,"Rejected"
"49321","ABTB2",0,"Rejected"
"49322","XLOC_005155",0,"Rejected"
"49323","LOC100506765",0,"Rejected"
"49324","X49324",0,"Rejected"
"49325","RPE",0,"Rejected"
"49326","X49326",0,"Rejected"
"49327","MYADML2.1",0,"Rejected"
"49328","XLOC_l2_007706.2",0,"Rejected"
"49329","X49329",0,"Rejected"
"49330","XLOC_009670",0,"Rejected"
"49331","SRSF3.1",0,"Rejected"
"49332","C9orf102.2",0,"Rejected"
"49333","PTPRN",0,"Rejected"
"49334","OR10G3",0,"Rejected"
"49335","FAM71C",0,"Rejected"
"49336","CCT4.9",0,"Rejected"
"49337","PATE4",0,"Rejected"
"49338","LOC100506834",0,"Rejected"
"49339","X49339",0,"Rejected"
"49340","LOC727677.4",0,"Rejected"
"49341","PRINS",0,"Rejected"
"49342","X49342",0,"Rejected"
"49343","TMED7.TICAM2.1",0,"Rejected"
"49344","CRLF1",0,"Rejected"
